record_id,model_name,api_model_requested,api_model_returned,provider,endpoint_base,batch,region,reasoning,model_year,temperature_requested,temperature_effective,temp_range_used,seed,request_timestamp_utc,response_timestamp_utc,latency_ms,api_request_id,response_id,system_fingerprint,finish_reason,prompt_tokens,completion_tokens,total_tokens,prompt_sha256,raw_response_text,reasoning_text,parse_status,n_nouns_parsed,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9,dat_score,collector_version
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:44.699Z,2026-07-28T07:41:49.028Z,4328,req_011CdU5WrsSM554Sk5TqMZ94,msg_011CdU5WsbLgqjRatni8b2Ym,,end_turn,205,143,348,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"justice, hammer, jellyfish, thunder, cinnamon, galaxy, wool, laughter, century, staircase",,ok,10,justice,hammer,jellyfish,thunder,cinnamon,galaxy,wool,laughter,century,staircase,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:38.270Z,2026-07-28T07:41:49.164Z,10893,req_011CdU5Wkxz7Lk463k9FfMLK,msg_011CdU5WmTW2tniMguTVB3Ck,,end_turn,205,259,464,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jellyfish, freedom, hammer, whisper, galaxy, custard, midnight, algebra, shoelace",,ok,10,granite,jellyfish,freedom,hammer,whisper,galaxy,custard,midnight,algebra,shoelace,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:45.585Z,2026-07-28T07:41:49.553Z,3968,req_011CdU5WvVDgBwZQVY5YRZUL,msg_011CdU5WwCdk83DUESQbRP3S,,end_turn,205,133,338,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, hammer, ocean, algebra, sparrow, silence, bicycle, custard, galaxy",,ok,10,granite,jealousy,hammer,ocean,algebra,sparrow,silence,bicycle,custard,galaxy,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:43.518Z,2026-07-28T07:41:50.548Z,7030,req_011CdU5WnM5PQxZFpVNR4zyH,msg_011CdU5WnyHLcwEgkVoNCVBi,,end_turn,205,325,530,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"galaxy, spoon, grief, moss, thunder, engine, whisker, treaty, rhythm, vinegar",,ok,10,galaxy,spoon,grief,moss,thunder,engine,whisker,treaty,rhythm,vinegar,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:46.487Z,2026-07-28T07:41:50.836Z,4349,req_011CdU5WzVpraUCVEyVjYHHy,msg_011CdU5X16nheFWZE9nZTXuE,,end_turn,205,203,408,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, saxophone, jellyfish, democracy, thunder, ladder, dandelion, silence, oxygen",,ok,10,granite,jealousy,saxophone,jellyfish,democracy,thunder,ladder,dandelion,silence,oxygen,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:44.900Z,2026-07-28T07:41:51.032Z,6132,req_011CdU5WsdaW16NjWCD57e1x,msg_011CdU5Wt95eKTf2pMdnNgoq,,end_turn,205,266,471,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"hammer, jealousy, galaxy, moss, justice, tooth, thunder, sock, century, soup",,ok,10,hammer,jealousy,galaxy,moss,justice,tooth,thunder,sock,century,soup,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:45.180Z,2026-07-28T07:41:51.444Z,6263,req_011CdU5WuCLTqc5zCokrBCix,msg_011CdU5WupYKEAGwtHQn8Uyy,,end_turn,205,296,501,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, spoon, ocean, butterfly, thunder, democracy, blanket, rhythm, tomorrow",,ok,10,granite,jealousy,spoon,ocean,butterfly,thunder,democracy,blanket,rhythm,tomorrow,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:48.402Z,2026-07-28T07:41:53.653Z,5250,req_011CdU5X9231fGjvbU3h2KK6,msg_011CdU5X9LPP9U8bmjEim92V,,end_turn,205,242,447,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"freedom, hammer, jellyfish, thunder, cinnamon, staircase, eternity, glacier, riddle, velvet",,ok,10,freedom,hammer,jellyfish,thunder,cinnamon,staircase,eternity,glacier,riddle,velvet,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:49.229Z,2026-07-28T07:41:54.022Z,4793,req_011CdU5XD5cYbtTJKqdGfgZ6,msg_011CdU5XDeM7ZAnEEJJxvM6P,,end_turn,205,177,382,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"hammer, freedom, jellyfish, thunder, sock, democracy, volcano, whisper, sugar, galaxy",,ok,10,hammer,freedom,jellyfish,thunder,sock,democracy,volcano,whisper,sugar,galaxy,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:49.028Z,2026-07-28T07:41:54.381Z,5352,req_011CdU5XEQz6iXyy2efnVLu5,msg_011CdU5XEtkq2qTtaFzbCyQ9,,end_turn,205,178,383,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"hammer, sorrow, jellyfish, volcano, democracy, sock, thunder, marble, whisper, galaxy",,ok,10,hammer,sorrow,jellyfish,volcano,democracy,sock,thunder,marble,whisper,galaxy,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:49.553Z,2026-07-28T07:41:55.177Z,5623,req_011CdU5XDZPFryHUqRTcibFx,msg_011CdU5XE5PfLJNvwZWvs8KR,,end_turn,205,217,422,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, hammer, jellyfish, symphony, volcano, thumb, freedom, custard, century",,ok,10,granite,jealousy,hammer,jellyfish,symphony,volcano,thumb,freedom,custard,century,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:50.549Z,2026-07-28T07:41:55.291Z,4742,req_011CdU5XJ5FAGzZ2kUwwdQ7e,msg_011CdU5XJnfQ1dzphDd8Psrf,,end_turn,205,144,349,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, ocean, hammer, whisper, democracy, mosquito, galaxy, bread, rhythm",,ok,10,granite,jealousy,ocean,hammer,whisper,democracy,mosquito,galaxy,bread,rhythm,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:51.037Z,2026-07-28T07:41:56.435Z,5398,req_011CdU5XKz6QGLAEYVwp5wxD,msg_011CdU5XLV7GsNyyskVuafby,,end_turn,205,245,450,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"hammer, grief, ocean, beetle, democracy, yogurt, thunder, sock, century, rhythm",,ok,10,hammer,grief,ocean,beetle,democracy,yogurt,thunder,sock,century,rhythm,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:50.836Z,2026-07-28T07:41:56.435Z,5598,req_011CdU5XJurXZ3gdBVfDZo2z,msg_011CdU5XLboUdPwmCaCPaj9P,,end_turn,205,226,431,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"mountain, jealousy, spoon, thunder, beetle, democracy, silk, hospital, breakfast, gravity",,ok,10,mountain,jealousy,spoon,thunder,beetle,democracy,silk,hospital,breakfast,gravity,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:51.444Z,2026-07-28T07:41:57.852Z,6408,req_011CdU5XMeoNjpcLgeCnJSJa,msg_011CdU5XN6M5CH7CNjeCXBjT,,end_turn,205,370,575,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, freedom, bicycle, jealousy, spoon, thunder, elephant, rhythm, calendar, galaxy",,ok,10,granite,freedom,bicycle,jealousy,spoon,thunder,elephant,rhythm,calendar,galaxy,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:53.653Z,2026-07-28T07:41:57.958Z,4305,req_011CdU5XX46qTzvBzxSE3zEB,msg_011CdU5XXVtf6ARN7LPmSMpN,,end_turn,205,172,377,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"mountain, sorrow, spoon, thunder, democracy, jellyfish, velvet, clock, laughter, dust",,ok,10,mountain,sorrow,spoon,thunder,democracy,jellyfish,velvet,clock,laughter,dust,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:54.022Z,2026-07-28T07:41:59.164Z,5142,req_011CdU5XYpmLhsVrxssxynJD,msg_011CdU5XaqZ8hef1uBRy1wAm,,end_turn,205,136,341,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, hammer, ocean, laughter, algebra, feather, thunder, democracy, soup",,ok,10,granite,jealousy,hammer,ocean,laughter,algebra,feather,thunder,democracy,soup,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:55.377Z,2026-07-28T07:42:00.188Z,4810,req_011CdU5XfJCWoyz91HK8SowB,msg_011CdU5XfphWbmnRHBFUsB9N,,end_turn,205,169,374,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"boulder, justice, hummingbird, spoon, galaxy, sorrow, cinnamon, cathedral, whisper, decade",,ok,10,boulder,justice,hummingbird,spoon,galaxy,sorrow,cinnamon,cathedral,whisper,decade,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:54.382Z,2026-07-28T07:42:00.789Z,6407,req_011CdU5Xas3oK3G6oNHzSZz8,msg_011CdU5XbLa534fgsvi5kUXz,,end_turn,205,336,541,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"volcano, justice, spoon, whale, laughter, moss, rust, hammock, riddle, tide",,ok,10,volcano,justice,spoon,whale,laughter,moss,rust,hammock,riddle,tide,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:56.435Z,2026-07-28T07:42:02.021Z,5585,req_011CdU5Xj3BD9sEfU9CsvuC6,msg_011CdU5XjbQpzrpVhdPt47bX,,end_turn,205,241,446,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"hammer, jealousy, ocean, sparrow, silence, cinnamon, galaxy, staircase, childhood, rust",,ok,10,hammer,jealousy,ocean,sparrow,silence,cinnamon,galaxy,staircase,childhood,rust,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:57.853Z,2026-07-28T07:42:02.319Z,4466,req_011CdU5XpvdaqTvKopbH2tDV,msg_011CdU5XqRQ7p7ok6DzHnoeh,,end_turn,205,164,369,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"hammer, sorrow, galaxy, mushroom, silence, ladder, thunder, freedom, spider, custard",,ok,10,hammer,sorrow,galaxy,mushroom,silence,ladder,thunder,freedom,spider,custard,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:56.636Z,2026-07-28T07:42:02.582Z,5946,req_011CdU5XkBt63x9PuABe7CB9,msg_011CdU5XkjsRt8GW1CXwpJ1y,,end_turn,205,272,477,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"mountain, justice, spoon, whale, laughter, cement, galaxy, thunder, sock, riddle",,ok,10,mountain,justice,spoon,whale,laughter,cement,galaxy,thunder,sock,riddle,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:58.053Z,2026-07-28T07:42:03.634Z,5581,req_011CdU5XqqCtLkzDULwKHfHB,msg_011CdU5XrarKQYA5fMaC1AgG,,end_turn,205,220,425,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"galaxy, hammer, justice, mushroom, ocean, laughter, elephant, rust, poverty, melody",,ok,10,galaxy,hammer,justice,mushroom,ocean,laughter,elephant,rust,poverty,melody,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:55.177Z,2026-07-28T07:42:03.984Z,8807,req_011CdU5XdaG1ab5u3YXa6qta,msg_011CdU5Xe2oH2VimK4KYWxXn,,end_turn,205,498,703,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"hammer, mercy, cloud, spider, symphony, volcano, bread, shadow, galaxy, century",,ok,10,hammer,mercy,cloud,spider,symphony,volcano,bread,shadow,galaxy,century,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:41:59.164Z,2026-07-28T07:42:04.185Z,5021,req_011CdU5XzSsa2FQu7ev2cXf4,msg_011CdU5XzxswwRDnmJwgLeSL,,end_turn,205,163,368,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, spoon, hurricane, democracy, jellyfish, rhythm, ladder, yeast, midnight",,ok,10,granite,jealousy,spoon,hurricane,democracy,jellyfish,rhythm,ladder,yeast,midnight,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:00.789Z,2026-07-28T07:42:06.012Z,5222,req_011CdU5Y3oXxMQX9aCqyDDwk,msg_011CdU5Y7HszJ6ndu7U8NR9Z,,end_turn,205,128,333,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, hammer, ocean, giraffe, melody, tax, cloud, shoelace, eternity",,ok,10,granite,jealousy,hammer,ocean,giraffe,melody,tax,cloud,shoelace,eternity,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:02.319Z,2026-07-28T07:42:06.947Z,4627,req_011CdU5YAB1w4foac3zsJ1Z4,msg_011CdU5YAjzgYaEQ3KPW2njP,,end_turn,205,160,365,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, sandwich, thunder, hammer, democracy, moss, whisper, planet, ankle",,ok,10,granite,jealousy,sandwich,thunder,hammer,democracy,moss,whisper,planet,ankle,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:02.582Z,2026-07-28T07:42:07.683Z,5100,req_011CdU5YBkGew5gKRW6viXhx,msg_011CdU5YCQhy8UuBVGz2fVBq,,end_turn,205,222,427,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jellyfish, freedom, hammer, thunder, custard, galaxy, grief, ribbon, century",,ok,10,granite,jellyfish,freedom,hammer,thunder,custard,galaxy,grief,ribbon,century,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:02.021Z,2026-07-28T07:42:08.217Z,6195,req_011CdU5Y8qttcGdUzQPEWJTR,msg_011CdU5Y9uPnNLwS6UPyv5Xv,,end_turn,205,299,504,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"galaxy, jellyfish, hammer, freedom, custard, thunder, granite, century, shadow, bicycle",,ok,10,galaxy,jellyfish,hammer,freedom,custard,thunder,granite,century,shadow,bicycle,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:03.985Z,2026-07-28T07:42:08.330Z,4346,req_011CdU5YH9iCwJhc3zTo5UFT,msg_011CdU5YHmRCWGGVrUsvM1dZ,,end_turn,205,199,404,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, umbrella, whale, thunder, democracy, yogurt, staircase, infinity, cinnamon",,ok,10,granite,jealousy,umbrella,whale,thunder,democracy,yogurt,staircase,infinity,cinnamon,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:00.188Z,2026-07-28T07:42:08.566Z,8377,req_011CdU5Y1DG4VWzUzAAGxwUm,msg_011CdU5Y1h2t4hZNhQDprWWu,,end_turn,205,493,698,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"hammer, justice, moss, thunder, lullaby, soup, spider, tooth, island, eternity",,ok,10,hammer,justice,moss,thunder,lullaby,soup,spider,tooth,island,eternity,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:04.186Z,2026-07-28T07:42:10.217Z,6031,req_011CdU5YKcYYjBprYi6SqwRK,msg_011CdU5YL7oqEFagTPjRGHjh,,end_turn,205,270,475,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, umbrella, galaxy, worm, symphony, bakery, gravity, childhood, soup",,ok,10,granite,jealousy,umbrella,galaxy,worm,symphony,bakery,gravity,childhood,soup,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:06.013Z,2026-07-28T07:42:10.523Z,4510,req_011CdU5YRwYe7fvxrK9egEfn,msg_011CdU5YSPLesknBHPd8XxrN,,end_turn,205,181,386,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jellyfish, freedom, hammer, thunder, bread, sorrow, elbow, cathedral, century",,ok,10,granite,jellyfish,freedom,hammer,thunder,bread,sorrow,elbow,cathedral,century,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:03.635Z,2026-07-28T07:42:11.102Z,7467,req_011CdU5YFncPjQr3kYEbVYgA,msg_011CdU5YGF97HH4crTMCr6tt,,end_turn,205,235,440,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, laughter, spoon, ocean, jellyfish, thunder, freedom, bicycle, mushroom, century",,ok,10,granite,laughter,spoon,ocean,jellyfish,thunder,freedom,bicycle,mushroom,century,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:06.947Z,2026-07-28T07:42:11.447Z,4499,req_011CdU5YW3rLthP651SwFp4o,msg_011CdU5YWkXCxCbcKVaejaSY,,end_turn,205,150,355,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, hammer, ocean, melody, bacterium, democracy, sandwich, galaxy, sleep",,ok,10,granite,jealousy,hammer,ocean,melody,bacterium,democracy,sandwich,galaxy,sleep,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:08.217Z,2026-07-28T07:42:12.956Z,4738,req_011CdU5YbbUVswoem2ChAAyh,msg_011CdU5YcJtWw9yUVf2Qbnxp,,end_turn,205,139,344,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, laughter, hammer, ocean, algebra, feather, democracy, cinnamon, elbow, thunder",,ok,10,granite,laughter,hammer,ocean,algebra,feather,democracy,cinnamon,elbow,thunder,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:07.683Z,2026-07-28T07:42:13.061Z,5378,req_011CdU5YZKoQK53w4Srvbg2a,msg_011CdU5YZtnKmcnWsc2MRVES,,end_turn,205,213,418,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"mountain, jealousy, spoon, jellyfish, democracy, thunder, wool, midnight, riddle, vinegar",,ok,10,mountain,jealousy,spoon,jellyfish,democracy,thunder,wool,midnight,riddle,vinegar,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:08.417Z,2026-07-28T07:42:13.891Z,5473,req_011CdU5Yc8y4LnDnjdLhr3zs,msg_011CdU5YcfDnA5VWraT4vDq7,,end_turn,205,234,439,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, laughter, hammer, ocean, freedom, feather, thunder, spoon, jellyfish, century",,ok,10,granite,laughter,hammer,ocean,freedom,feather,thunder,spoon,jellyfish,century,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:08.617Z,2026-07-28T07:42:14.774Z,6156,req_011CdU5YdGgRC4WpcPo3zbSM,msg_011CdU5YegGTsZjhZ4cshhTf,,end_turn,205,300,505,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, telescope, mushroom, thunder, rhythm, ladder, dolphin, freedom, sugar",,ok,10,granite,jealousy,telescope,mushroom,thunder,rhythm,ladder,dolphin,freedom,sugar,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:10.523Z,2026-07-28T07:42:15.148Z,4624,req_011CdU5YmQL3yuS55P1KVEWt,msg_011CdU5YmvqFKNpNsQmUoQtD,,end_turn,205,141,346,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, telescope, whisper, avalanche, tortoise, democracy, pancake, saxophone, eternity",,ok,10,granite,jealousy,telescope,whisper,avalanche,tortoise,democracy,pancake,saxophone,eternity,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:10.217Z,2026-07-28T07:42:16.316Z,6098,req_011CdU5YjxGJSLkeLMqDBjje,msg_011CdU5YkT2fnB7WGhUUUkrH,,end_turn,205,299,504,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jellyfish, freedom, hammer, thunder, soup, galaxy, grief, rhythm, bicycle",,ok,10,granite,jellyfish,freedom,hammer,thunder,soup,galaxy,grief,rhythm,bicycle,,git:e3e30bf
,Claude-Opus-5,claude-opus-5,claude-opus-5,anthropic,https://api.anthropic.com/v1,collect_2026_midpoint,Western,Yes,2026,0.5,1.0,0-1,,2026-07-28T07:42:11.447Z,2026-07-28T07:42:17.002Z,5554,req_011CdU5Yqh42QoDFgB7Rd1KT,msg_011CdU5YrC4ibNidBWj3zLzD,,end_turn,205,195,400,d03218e72a815ec8b138d1c5cd9237449ab59b1f0f1ae1aacd0d21c33ccffbc2,"granite, jealousy, umbrella, whale, democracy, thunder, soup, staircase, infinity, moss",,ok,10,granite,jealousy,umbrella,whale,democracy,thunder,soup,staircase,infinity,moss,,git:e3e30bf
